age,job,marital,education,default,balance,housing,loan,contact,day,quarter,duration,campaign,pdays,previous,poutcome,y
29,manager,married,tertiary,0,266,1,0,cellular,29,first,103,2,-1,0,unknown,0
55,workforce,married,unknown,0,574,1,0,cellular,29,first,243,2,-1,0,unknown,0
56,independent,divorced,primary,0,29,0,0,cellular,29,first,52,2,227,1,failure,0
30,workforce,single,secondary,0,334,0,0,cellular,29,first,389,2,-1,0,unknown,0
43,manager,divorced,tertiary,0,99,0,0,cellular,29,first,24,3,-1,0,unknown,0
27,nonworker,single,unknown,0,6424,0,0,cellular,29,first,129,2,-1,0,unknown,0
28,manager,single,tertiary,0,203,0,0,cellular,29,first,145,2,-1,0,unknown,0
44,manager,married,secondary,0,488,0,1,cellular,29,first,138,2,183,11,failure,0
30,manager,married,tertiary,0,24,1,0,cellular,29,first,207,2,-1,0,unknown,0
34,workforce,married,secondary,0,-211,1,0,cellular,29,first,135,2,184,5,failure,0
33,workforce,married,primary,0,902,1,0,cellular,29,first,207,2,247,2,failure,0
30,workforce,married,tertiary,0,141,0,0,cellular,29,first,166,2,-1,0,unknown,0
28,manager,single,secondary,0,1861,0,0,cellular,29,first,43,2,-1,0,unknown,0
36,workforce,married,secondary,0,1508,0,0,cellular,29,first,187,2,185,8,failure,0
30,workforce,married,secondary,0,743,0,0,cellular,29,first,142,2,-1,0,unknown,0
26,workforce,single,tertiary,0,43,1,1,cellular,29,first,169,3,246,1,failure,0
28,nonworker,single,secondary,0,24,1,0,cellular,29,first,284,2,196,2,failure,0
30,manager,married,tertiary,0,350,0,0,cellular,29,first,328,2,-1,0,unknown,0
30,workforce,married,unknown,0,840,0,0,cellular,29,first,163,2,-1,0,unknown,0
27,workforce,married,secondary,0,1,0,0,cellular,29,first,528,3,-1,0,unknown,0
35,manager,single,secondary,0,1836,0,0,cellular,29,first,623,2,-1,0,unknown,0
30,workforce,single,secondary,0,0,0,0,cellular,29,first,624,2,-1,0,unknown,0
48,manager,divorced,tertiary,0,657,0,1,cellular,29,first,251,2,-1,0,unknown,0
34,workforce,married,tertiary,0,297,1,0,cellular,29,first,375,2,-1,0,unknown,0
35,workforce,divorced,secondary,1,362,0,0,cellular,29,first,329,2,240,8,other,0
33,workforce,single,secondary,0,772,1,0,cellular,29,first,323,2,259,3,success,0
26,workforce,married,secondary,0,145,0,0,cellular,29,first,309,2,-1,0,unknown,0
30,manager,married,tertiary,0,112,1,0,cellular,29,first,464,2,258,1,other,0
44,workforce,single,tertiary,0,900,1,0,cellular,29,first,322,2,-1,0,unknown,0
36,manager,divorced,tertiary,0,425,1,1,cellular,29,first,202,2,-1,0,unknown,0
57,manager,divorced,tertiary,0,1016,1,0,cellular,29,first,462,2,234,5,failure,0
49,nonworker,married,primary,0,518,0,0,cellular,29,first,1917,2,-1,0,unknown,1
38,workforce,married,secondary,0,220,1,0,cellular,29,first,207,2,-1,0,unknown,0
26,nonworker,single,secondary,0,352,0,0,cellular,29,first,202,2,-1,0,unknown,0
29,manager,married,tertiary,0,1366,1,0,cellular,29,first,90,2,245,3,failure,0
32,workforce,married,secondary,0,356,1,0,cellular,29,first,56,2,223,5,failure,0
54,independent,divorced,tertiary,0,0,1,1,cellular,29,first,309,3,-1,0,unknown,0
26,workforce,single,secondary,0,335,0,0,telephone,29,first,393,2,-1,0,unknown,0
37,manager,divorced,secondary,0,414,0,0,cellular,29,first,293,2,162,4,failure,0
37,workforce,single,secondary,0,6,0,0,cellular,29,first,163,2,-1,0,unknown,0
29,manager,single,tertiary,0,536,0,0,cellular,29,first,418,2,-1,0,unknown,0
50,workforce,married,primary,0,2142,1,0,cellular,29,first,309,2,224,1,other,0
34,manager,single,tertiary,0,2045,0,0,cellular,29,first,146,2,-1,0,unknown,0
40,workforce,single,secondary,0,822,1,1,cellular,29,first,155,2,245,3,failure,0
36,workforce,single,secondary,0,948,0,1,cellular,29,first,92,2,-1,0,unknown,0
32,workforce,single,secondary,0,337,1,0,cellular,29,first,213,2,261,1,other,0
48,workforce,married,secondary,0,101,1,0,cellular,29,first,414,2,192,3,failure,0
36,independent,married,secondary,0,0,1,0,cellular,29,first,344,3,-1,0,unknown,0
31,independent,married,secondary,0,15,0,1,cellular,29,first,190,2,-1,0,unknown,0
53,independent,married,primary,0,127,0,0,cellular,29,first,78,2,-1,0,unknown,0
30,workforce,single,secondary,0,133,1,0,cellular,29,first,113,2,-1,0,unknown,0
41,workforce,married,secondary,0,140,1,0,cellular,29,first,636,2,-1,0,unknown,0
31,workforce,single,secondary,0,-250,0,1,cellular,29,first,207,2,-1,0,unknown,0
33,manager,single,tertiary,0,2,0,0,cellular,29,first,132,2,-1,0,unknown,0
45,workforce,single,secondary,0,-55,0,0,cellular,29,first,78,3,197,1,failure,0
52,workforce,married,primary,0,967,0,0,cellular,29,first,153,2,-1,0,unknown,0
31,workforce,single,secondary,0,304,0,0,cellular,29,first,293,2,160,2,other,0
27,workforce,single,secondary,1,81,0,1,cellular,29,first,123,2,205,2,success,0
47,workforce,married,primary,0,613,1,0,cellular,29,first,49,3,255,2,other,0
37,independent,married,tertiary,0,1284,1,0,cellular,29,first,246,2,-1,0,unknown,0
48,nonworker,married,primary,1,-6,0,0,cellular,29,first,362,2,-1,0,unknown,0
33,workforce,single,secondary,0,56,1,0,cellular,29,first,290,4,-1,0,unknown,0
51,manager,married,tertiary,0,-898,0,0,cellular,29,first,78,2,-1,0,unknown,0
27,manager,married,secondary,0,102,1,0,cellular,29,first,123,2,-1,0,unknown,0
31,workforce,married,tertiary,0,702,0,1,cellular,29,first,157,3,182,29,failure,0
30,workforce,single,secondary,0,3405,0,0,cellular,29,first,276,2,-1,0,unknown,0
38,workforce,married,secondary,0,99,0,0,telephone,29,first,191,2,-1,0,unknown,0
45,workforce,single,primary,0,999,0,0,cellular,29,first,182,2,-1,0,unknown,0
37,manager,married,tertiary,0,410,0,0,cellular,29,first,337,2,-1,0,unknown,0
45,manager,married,primary,0,-407,1,1,cellular,29,first,503,2,224,18,other,0
28,workforce,married,tertiary,0,203,0,1,cellular,29,first,188,3,-1,0,unknown,0
32,workforce,married,primary,0,2291,1,1,cellular,29,first,489,3,182,24,other,0
37,workforce,married,secondary,0,1120,1,0,cellular,29,first,88,3,244,5,failure,0
31,independent,married,tertiary,0,312,0,0,cellular,29,first,468,2,-1,0,unknown,0
45,workforce,married,primary,0,185,1,0,cellular,29,first,249,3,-1,0,unknown,0
48,manager,married,tertiary,0,998,1,0,cellular,29,first,121,3,-1,0,unknown,0
47,workforce,single,secondary,0,263,1,1,cellular,29,first,127,2,255,1,other,0
29,nonworker,single,secondary,0,12,1,0,cellular,29,first,298,3,-1,0,unknown,0
46,workforce,divorced,secondary,0,5,1,1,cellular,29,first,305,2,-1,0,unknown,0
31,workforce,married,secondary,0,0,1,0,cellular,29,first,224,2,-1,0,unknown,0
30,workforce,single,secondary,1,-261,1,0,cellular,29,first,1139,2,255,1,other,0
57,nonworker,married,secondary,0,939,0,1,telephone,29,first,267,2,-1,0,unknown,0
33,workforce,married,secondary,0,554,1,0,cellular,29,first,162,2,258,1,other,0
33,manager,single,secondary,0,303,0,0,cellular,29,first,483,2,266,1,failure,0
31,workforce,married,secondary,0,519,1,0,cellular,29,first,623,2,-1,0,unknown,0
45,manager,married,secondary,0,25,0,0,cellular,29,first,62,3,-1,0,unknown,0
32,workforce,married,secondary,0,-460,1,1,cellular,29,first,131,2,206,6,other,0
46,manager,single,tertiary,0,593,1,0,cellular,29,first,190,3,-1,0,unknown,0
37,manager,single,secondary,0,796,1,0,telephone,29,first,143,3,-1,0,unknown,0
27,workforce,single,secondary,0,1049,0,0,telephone,29,first,389,3,-1,0,unknown,0
38,manager,married,tertiary,0,358,0,0,cellular,29,first,151,2,-1,0,unknown,0
57,workforce,divorced,secondary,0,77,1,1,cellular,29,first,168,3,246,2,failure,0
33,manager,single,tertiary,0,-53,0,0,cellular,29,first,617,2,-1,0,unknown,0
57,workforce,married,secondary,0,2550,0,0,cellular,29,first,73,2,-1,0,unknown,0
47,nonworker,married,tertiary,0,1225,1,1,cellular,29,first,191,3,227,2,failure,0
44,workforce,married,secondary,0,133,0,0,cellular,29,first,202,3,-1,0,unknown,0
41,manager,single,tertiary,0,869,0,0,cellular,29,first,524,2,-1,0,unknown,0
39,manager,single,tertiary,0,4023,1,0,cellular,29,first,126,2,238,8,other,0
38,workforce,single,secondary,0,211,1,0,cellular,29,first,236,2,-1,0,unknown,0
28,workforce,single,secondary,0,8,1,0,cellular,29,first,389,2,254,3,failure,0
31,workforce,divorced,secondary,0,0,0,0,cellular,29,first,138,2,164,4,other,0
39,workforce,divorced,secondary,0,1333,1,1,cellular,29,first,585,2,246,1,failure,0
31,independent,married,secondary,0,10,1,1,cellular,29,first,161,3,188,9,failure,0
49,manager,single,secondary,0,61,1,0,cellular,29,first,185,2,246,1,failure,0
33,workforce,divorced,secondary,0,880,1,1,cellular,29,first,263,3,239,1,failure,0
28,workforce,single,secondary,0,298,0,0,cellular,29,first,914,2,-1,0,unknown,0
32,manager,single,tertiary,0,316,1,0,cellular,29,first,215,3,-1,0,unknown,0
31,manager,single,secondary,0,0,0,0,telephone,29,first,528,3,-1,0,unknown,0
39,workforce,married,secondary,0,360,1,0,cellular,29,first,325,2,260,2,failure,0
28,manager,single,secondary,0,775,0,0,cellular,29,first,603,2,-1,0,unknown,0
54,manager,married,secondary,0,263,0,1,telephone,29,first,283,4,195,7,failure,0
26,independent,single,tertiary,0,211,0,0,cellular,29,first,168,3,-1,0,unknown,0
39,workforce,married,secondary,0,472,1,0,cellular,29,first,612,5,-1,0,unknown,0
33,workforce,single,secondary,0,-96,0,0,cellular,29,first,213,4,-1,0,unknown,0
35,workforce,single,secondary,0,297,1,0,cellular,29,first,251,3,265,4,failure,0
31,workforce,married,secondary,0,99,1,0,cellular,29,first,653,3,-1,0,unknown,0
32,workforce,married,secondary,0,0,0,0,cellular,29,first,750,3,-1,0,unknown,0
26,workforce,single,secondary,0,249,1,0,cellular,29,first,235,3,262,5,failure,0
39,workforce,divorced,secondary,0,33,0,0,cellular,29,first,593,4,-1,0,unknown,0
31,manager,single,tertiary,0,1724,1,0,telephone,29,first,152,2,254,1,failure,0
31,workforce,single,secondary,0,442,1,0,cellular,29,first,355,3,258,3,failure,0
37,manager,single,tertiary,0,-70,0,1,cellular,29,first,147,2,-1,0,unknown,0
46,manager,divorced,tertiary,0,-154,1,1,cellular,29,first,150,2,247,2,failure,0
56,nonworker,married,primary,0,2666,1,1,cellular,29,first,94,2,-1,0,unknown,0
26,manager,single,secondary,0,1200,0,0,cellular,29,first,232,3,-1,0,unknown,0
27,workforce,single,secondary,0,223,0,1,cellular,29,first,253,2,192,3,success,0
39,independent,married,secondary,0,656,0,0,cellular,29,first,309,3,-1,0,unknown,0
34,workforce,married,secondary,0,1137,0,0,cellular,29,first,383,2,206,1,other,0
27,independent,single,tertiary,0,139,0,0,cellular,29,first,144,3,-1,0,unknown,0
31,nonworker,single,tertiary,0,498,0,0,cellular,29,first,264,2,-1,0,unknown,0
29,manager,single,tertiary,0,475,0,0,cellular,29,first,346,2,-1,0,unknown,0
31,workforce,single,primary,0,3466,1,0,telephone,29,first,267,3,183,25,other,0
32,manager,divorced,secondary,0,678,0,0,telephone,29,first,243,4,-1,0,unknown,0
29,nonworker,single,primary,0,115,0,0,cellular,29,first,61,2,-1,0,unknown,0
39,manager,single,tertiary,0,313,0,1,cellular,29,first,118,5,196,1,other,0
29,manager,married,tertiary,0,-346,0,0,cellular,29,first,290,2,-1,0,unknown,0
30,independent,married,unknown,0,1712,0,0,cellular,29,first,213,3,190,2,failure,0
29,manager,single,tertiary,0,1218,0,0,cellular,30,first,258,2,-1,0,unknown,0
39,manager,single,secondary,0,163,1,0,cellular,30,first,107,2,-1,0,unknown,0
28,independent,single,secondary,0,1166,0,1,cellular,30,first,177,3,192,3,other,0
28,manager,single,tertiary,0,185,0,0,cellular,30,first,651,2,-1,0,unknown,0
27,manager,single,primary,1,13,0,0,cellular,30,first,475,3,-1,0,unknown,1
32,workforce,married,secondary,0,-509,1,0,cellular,30,first,134,1,-1,0,unknown,0
34,manager,married,tertiary,0,1310,0,0,telephone,30,first,521,3,158,7,other,0
34,manager,married,tertiary,0,-422,1,0,cellular,30,first,458,3,-1,0,unknown,0
30,workforce,single,tertiary,0,6683,0,0,cellular,30,first,180,1,-1,0,unknown,0
36,workforce,married,secondary,0,1053,1,0,telephone,30,first,99,1,259,1,failure,0
31,workforce,single,secondary,0,297,0,0,cellular,30,first,229,1,-1,0,unknown,0
44,workforce,married,secondary,0,1308,0,0,cellular,30,first,334,1,-1,0,unknown,0
28,workforce,married,secondary,0,-26,0,1,cellular,30,first,81,1,-1,0,unknown,0
35,workforce,married,secondary,0,6411,1,1,cellular,30,first,144,1,266,2,failure,0
32,workforce,married,secondary,0,605,1,0,cellular,30,first,164,1,-1,0,unknown,0
44,workforce,married,secondary,0,1139,1,0,cellular,30,first,64,1,-1,0,unknown,0
27,workforce,married,secondary,0,1304,0,0,cellular,30,first,403,1,-1,0,unknown,0
35,workforce,single,secondary,0,951,1,0,cellular,30,first,163,1,254,1,failure,0
30,workforce,married,secondary,0,2212,1,0,telephone,30,first,41,1,249,2,other,0
26,manager,single,secondary,0,1348,0,0,cellular,30,first,103,1,-1,0,unknown,0
47,manager,divorced,tertiary,0,697,1,0,cellular,30,first,139,1,-1,0,unknown,0
36,independent,single,tertiary,0,583,0,0,cellular,30,first,859,1,235,1,other,0
46,manager,married,unknown,0,802,1,0,cellular,30,first,445,1,189,1,failure,0
57,nonworker,married,primary,0,641,0,1,telephone,30,first,124,4,-1,0,unknown,0
34,workforce,married,secondary,0,34,0,0,cellular,30,first,379,1,-1,0,unknown,0
47,nonworker,married,primary,0,168,1,0,telephone,30,first,66,1,241,1,other,0
41,workforce,married,primary,0,2007,1,0,cellular,30,first,419,1,-1,0,unknown,0
36,nonworker,married,secondary,0,-35,0,0,cellular,30,first,339,3,-1,0,unknown,0
34,workforce,married,secondary,0,508,0,0,cellular,30,first,795,1,-1,0,unknown,0
29,workforce,single,secondary,0,-205,0,0,cellular,30,first,194,1,-1,0,unknown,0
28,manager,married,secondary,0,-247,1,1,cellular,30,first,121,1,240,2,failure,0
29,manager,single,secondary,0,1751,0,0,cellular,30,first,150,1,-1,0,unknown,0
60,workforce,married,tertiary,0,-71,1,1,cellular,30,first,1451,1,-1,0,unknown,1
51,manager,single,tertiary,0,16,1,0,cellular,30,first,158,1,-1,0,unknown,0
46,nonworker,single,secondary,0,2052,0,0,cellular,30,first,428,1,-1,0,unknown,0
26,workforce,single,secondary,0,49,0,0,cellular,30,first,397,1,-1,0,unknown,0
26,nonworker,married,tertiary,0,543,0,0,cellular,30,first,169,3,-1,0,unknown,0
35,workforce,single,secondary,0,49,0,0,cellular,30,first,346,1,-1,0,unknown,0
28,independent,single,secondary,0,242,1,0,cellular,30,first,205,1,-1,0,unknown,0
41,manager,single,secondary,0,3234,1,0,cellular,30,first,2770,1,-1,0,unknown,1
38,manager,single,tertiary,0,1495,1,0,cellular,30,first,339,2,-1,0,unknown,0
42,workforce,married,secondary,0,199,0,0,cellular,30,first,217,2,-1,0,unknown,0
49,manager,married,tertiary,0,342,0,0,cellular,30,first,433,2,228,1,failure,0
27,workforce,single,tertiary,0,261,1,1,cellular,30,first,195,2,-1,0,unknown,0
59,manager,married,primary,0,879,1,0,cellular,30,first,126,5,259,7,failure,0
27,manager,single,tertiary,0,625,0,0,cellular,30,first,554,2,-1,0,unknown,0
29,workforce,single,tertiary,0,737,1,1,cellular,30,first,499,5,248,1,failure,0
29,workforce,single,secondary,0,192,0,0,cellular,30,first,327,4,-1,0,unknown,0
29,independent,single,secondary,0,404,0,0,cellular,30,first,413,3,-1,0,unknown,0
35,workforce,single,tertiary,0,364,0,1,cellular,30,first,162,3,205,3,failure,0
35,workforce,single,secondary,0,2144,1,0,cellular,30,first,146,2,262,2,failure,0
34,workforce,divorced,secondary,0,1301,1,0,cellular,30,first,196,2,189,2,failure,0
47,workforce,divorced,tertiary,0,405,1,0,cellular,30,first,236,1,260,1,failure,0
36,workforce,single,secondary,0,98,0,0,cellular,30,first,771,1,-1,0,unknown,1
33,nonworker,single,secondary,0,1173,0,0,cellular,30,first,844,3,-1,0,unknown,0
26,workforce,divorced,tertiary,0,3154,1,1,cellular,30,first,350,3,248,1,failure,0
34,workforce,divorced,unknown,0,975,1,0,cellular,30,first,263,2,191,1,other,0
35,workforce,single,secondary,0,505,0,1,cellular,30,first,109,3,-1,0,unknown,0
26,manager,single,tertiary,0,157,1,0,cellular,30,first,78,2,-1,0,unknown,0
27,manager,single,secondary,0,116,0,0,cellular,30,first,46,1,-1,0,unknown,0
32,manager,married,secondary,0,0,0,0,cellular,30,first,119,3,-1,0,unknown,0
31,workforce,single,tertiary,0,236,1,0,cellular,30,first,200,1,259,1,failure,0
32,manager,single,secondary,0,1630,1,0,cellular,30,first,122,1,-1,0,unknown,0
29,workforce,single,secondary,0,202,0,0,cellular,30,first,128,2,-1,0,unknown,0
33,workforce,married,tertiary,0,525,1,1,cellular,30,first,499,1,247,1,failure,0
28,nonworker,single,secondary,0,69,0,0,cellular,30,first,532,2,-1,0,unknown,1
32,workforce,married,secondary,0,578,1,0,cellular,30,first,206,3,-1,0,unknown,0
40,manager,single,tertiary,0,80,1,0,cellular,30,first,182,3,-1,0,unknown,0
42,workforce,single,secondary,0,60,1,1,cellular,30,first,183,2,241,1,other,0
27,nonworker,single,secondary,0,92,1,0,cellular,30,first,274,4,-1,0,unknown,0
60,manager,divorced,secondary,0,663,0,1,cellular,30,first,385,3,197,1,other,0
29,workforce,single,unknown,0,196,0,0,cellular,30,first,726,2,-1,0,unknown,1
29,manager,married,secondary,0,957,1,1,cellular,30,first,258,2,263,3,failure,0
34,workforce,single,secondary,0,2257,0,1,telephone,30,first,568,2,-1,0,unknown,0
27,nonworker,single,secondary,0,1566,0,0,cellular,30,first,164,5,-1,0,unknown,0
42,nonworker,single,tertiary,0,308,0,0,cellular,30,first,114,2,-1,0,unknown,0
56,independent,single,tertiary,0,1745,1,0,cellular,30,first,374,4,-1,0,unknown,0
32,workforce,single,secondary,0,717,0,0,cellular,30,first,462,2,-1,0,unknown,0
43,manager,divorced,secondary,0,540,1,0,cellular,30,first,74,1,-1,0,unknown,0
54,workforce,single,unknown,0,1555,1,0,telephone,30,first,258,5,248,2,failure,0
27,nonworker,single,tertiary,0,3060,0,0,cellular,30,first,533,1,-1,0,unknown,0
58,independent,married,tertiary,0,0,0,1,cellular,30,first,540,1,2,2,other,0
36,nonworker,divorced,secondary,0,5,1,0,cellular,30,first,169,1,2,2,other,0
38,manager,divorced,tertiary,0,76,0,0,cellular,30,first,220,3,-1,0,unknown,0
36,nonworker,single,primary,0,4148,0,0,cellular,30,first,193,3,-1,0,unknown,0
38,manager,divorced,secondary,0,-51,0,1,cellular,30,first,102,1,-1,0,unknown,0
38,manager,divorced,tertiary,0,441,1,0,cellular,30,first,67,1,-1,0,unknown,0
45,manager,divorced,secondary,0,440,0,0,cellular,30,first,91,1,2,1,other,0
50,manager,married,tertiary,0,0,0,0,cellular,30,first,199,1,205,1,failure,0
56,manager,married,tertiary,0,4,1,1,cellular,30,first,299,1,2,5,other,0
39,workforce,married,primary,0,976,1,0,cellular,30,first,80,1,2,2,other,0
31,workforce,married,secondary,0,288,0,0,cellular,30,first,164,1,-1,0,unknown,0
42,workforce,married,primary,0,473,1,0,cellular,30,first,54,1,-1,0,unknown,0
26,manager,single,tertiary,0,828,1,0,cellular,30,first,141,1,-1,0,unknown,0
42,manager,divorced,secondary,0,936,0,0,cellular,30,first,931,1,-1,0,unknown,1
47,nonworker,single,tertiary,0,2500,0,0,cellular,30,first,240,1,-1,0,unknown,0
31,workforce,single,secondary,0,887,0,0,cellular,30,first,427,1,-1,0,unknown,0
51,independent,divorced,tertiary,0,58,1,0,cellular,30,first,93,1,2,1,other,0
55,workforce,married,unknown,0,23,0,0,cellular,30,first,143,1,2,3,other,0
42,manager,divorced,secondary,0,640,0,0,cellular,30,first,545,1,-1,0,unknown,0
49,manager,single,secondary,0,827,1,0,cellular,30,first,61,1,-1,0,unknown,0
55,workforce,married,unknown,0,851,1,0,cellular,30,first,138,1,270,2,failure,0
39,independent,married,tertiary,0,1492,1,0,cellular,30,first,227,1,189,1,failure,0
46,workforce,married,secondary,0,417,1,0,cellular,30,first,219,1,2,1,other,0
45,manager,married,tertiary,0,2363,0,0,cellular,30,first,125,1,2,1,other,0
54,workforce,married,secondary,0,285,1,1,telephone,30,first,63,1,2,5,other,0
58,independent,married,tertiary,0,364,1,0,cellular,30,first,168,1,-1,0,unknown,0
55,nonworker,married,secondary,0,3982,0,0,cellular,30,first,89,1,-1,0,unknown,0
55,nonworker,married,secondary,0,905,0,0,cellular,30,first,861,1,2,1,other,0
56,nonworker,married,secondary,0,670,0,0,cellular,30,first,86,1,-1,0,unknown,0
51,workforce,married,secondary,0,5699,1,0,cellular,30,first,436,1,270,2,failure,0
27,manager,single,tertiary,0,1081,0,1,cellular,30,first,158,3,206,2,other,0
57,nonworker,married,primary,0,4908,0,0,cellular,30,first,868,1,-1,0,unknown,0
32,workforce,single,secondary,0,604,0,0,cellular,30,first,410,2,196,2,other,0
31,manager,married,tertiary,0,1384,1,0,cellular,30,first,203,2,2,3,other,0
60,manager,married,secondary,0,2552,0,1,cellular,30,first,255,2,2,4,other,0
46,workforce,married,secondary,0,198,1,0,cellular,30,first,153,1,2,6,other,0
34,manager,married,tertiary,0,351,0,0,cellular,30,first,193,1,-1,0,unknown,0
39,nonworker,married,secondary,0,953,0,0,cellular,30,first,23,6,232,3,other,0
26,manager,single,secondary,0,187,0,0,cellular,30,first,226,2,-1,0,unknown,0
27,manager,single,tertiary,0,1277,0,0,cellular,30,first,267,4,-1,0,unknown,0
46,workforce,single,secondary,0,332,0,0,cellular,30,first,11,4,-1,0,unknown,0
51,workforce,single,secondary,0,527,1,0,cellular,30,first,197,1,2,3,other,0
52,workforce,married,primary,0,109,1,0,cellular,30,first,177,4,248,2,failure,0
31,nonworker,single,secondary,0,315,0,0,cellular,30,first,130,1,2,1,other,0
26,manager,married,tertiary,0,265,0,0,cellular,30,first,650,2,-1,0,unknown,0
33,workforce,single,tertiary,0,457,1,0,cellular,30,first,159,1,191,4,failure,0
53,nonworker,married,secondary,0,7,0,0,cellular,30,first,68,2,-1,0,unknown,0
33,manager,single,secondary,0,572,1,0,cellular,30,first,1296,2,-1,0,unknown,0
34,nonworker,single,primary,0,443,0,0,cellular,30,first,10,1,2,1,other,0
45,workforce,divorced,secondary,0,-28,0,1,cellular,30,first,87,1,-1,0,unknown,0
40,independent,single,tertiary,0,628,0,0,cellular,30,first,90,1,-1,0,unknown,0
34,workforce,single,secondary,0,102,0,0,cellular,30,first,89,1,-1,0,unknown,0
51,independent,single,tertiary,0,0,0,0,cellular,30,first,643,1,-1,0,unknown,0
56,workforce,married,secondary,0,642,1,0,cellular,30,first,16,1,2,3,other,0
33,workforce,divorced,secondary,0,1194,1,0,cellular,30,first,166,1,-1,0,unknown,0
58,manager,married,tertiary,0,911,1,0,cellular,30,first,49,1,-1,0,unknown,0
37,workforce,single,secondary,0,5742,1,1,cellular,30,first,588,1,-1,0,unknown,0
36,workforce,married,secondary,0,160,1,0,cellular,30,first,344,2,-1,0,unknown,0
47,nonworker,married,tertiary,0,1692,1,0,cellular,30,first,592,1,-1,0,unknown,0
27,workforce,single,tertiary,0,149,0,1,cellular,30,first,283,1,-1,0,unknown,0
38,nonworker,married,secondary,0,0,1,1,cellular,30,first,437,1,-1,0,unknown,0
27,independent,single,secondary,0,49,1,0,cellular,30,first,208,2,-1,0,unknown,0
40,workforce,married,tertiary,0,1554,0,0,cellular,30,first,99,1,-1,0,unknown,0
36,workforce,single,secondary,0,511,1,1,cellular,30,first,706,1,252,1,failure,0
30,manager,single,tertiary,0,167,0,0,cellular,30,first,320,2,-1,0,unknown,0
50,nonworker,divorced,secondary,0,717,1,0,cellular,30,first,113,1,-1,0,unknown,0
41,nonworker,married,tertiary,0,0,0,0,cellular,30,first,81,1,-1,0,unknown,0
53,nonworker,married,primary,0,3,0,0,cellular,30,first,114,4,-1,0,unknown,0
28,independent,single,tertiary,0,341,0,0,cellular,30,first,241,1,-1,0,unknown,0
29,workforce,married,tertiary,0,197,1,0,cellular,30,first,103,2,-1,0,unknown,0
31,workforce,single,secondary,0,198,0,0,cellular,30,first,366,4,-1,0,unknown,0
41,manager,married,secondary,0,3204,0,1,cellular,30,first,210,2,-1,0,unknown,0
53,workforce,divorced,tertiary,0,329,0,0,cellular,30,first,189,1,-1,0,unknown,0
36,workforce,single,secondary,0,317,1,0,cellular,30,first,198,2,266,2,failure,0
52,manager,married,tertiary,0,1355,1,0,cellular,30,first,131,1,241,1,failure,0
35,nonworker,married,secondary,0,330,0,0,cellular,30,first,645,4,-1,0,unknown,0
33,workforce,single,secondary,0,22,0,0,cellular,30,first,76,2,207,1,failure,0
36,workforce,married,secondary,0,238,0,0,cellular,30,first,424,1,-1,0,unknown,0
33,independent,single,tertiary,0,300,1,1,cellular,30,first,922,5,-1,0,unknown,1
31,manager,married,tertiary,0,1400,1,0,cellular,30,first,175,2,2,1,other,0
32,workforce,divorced,secondary,0,130,1,0,cellular,30,first,194,3,-1,0,unknown,0
38,manager,married,tertiary,0,-70,1,0,cellular,30,first,140,1,2,3,other,0
26,manager,single,secondary,0,802,0,0,cellular,30,first,77,1,2,2,other,0
28,workforce,single,secondary,0,2992,1,0,cellular,30,first,337,4,-1,0,unknown,0
57,manager,divorced,tertiary,0,2549,0,0,cellular,30,first,456,3,197,2,failure,0
38,workforce,married,secondary,0,451,0,0,cellular,30,first,143,1,-1,0,unknown,0
39,workforce,married,secondary,0,-735,1,0,cellular,30,first,144,5,248,2,failure,0
45,manager,married,tertiary,0,-61,0,0,cellular,30,first,90,5,172,1,failure,0
26,nonworker,single,tertiary,0,370,0,0,cellular,30,first,230,1,-1,0,unknown,0
51,manager,married,secondary,0,0,1,1,cellular,30,first,150,1,252,1,failure,0
37,workforce,married,secondary,0,483,1,0,cellular,30,first,188,1,-1,0,unknown,0
40,workforce,single,tertiary,0,693,0,0,cellular,30,first,427,1,-1,0,unknown,0
60,nonworker,married,secondary,0,143,0,0,telephone,30,first,345,1,-1,0,unknown,0
54,workforce,married,unknown,0,0,0,0,cellular,30,first,491,1,-1,0,unknown,0
56,workforce,married,primary,0,314,1,1,cellular,30,first,108,2,2,5,other,0
26,workforce,single,tertiary,0,152,0,0,cellular,30,first,151,2,2,1,other,0
36,workforce,married,secondary,0,-477,1,0,cellular,30,first,473,2,-1,0,unknown,0
57,workforce,married,primary,0,1276,1,0,cellular,30,first,44,1,200,4,failure,0
29,nonworker,married,secondary,0,596,0,0,cellular,30,first,510,2,-1,0,unknown,0
33,workforce,married,secondary,0,480,1,0,cellular,30,first,272,1,270,1,other,0
54,workforce,divorced,secondary,0,1114,1,0,cellular,30,first,81,1,-1,0,unknown,0
36,manager,single,secondary,0,133,0,0,cellular,30,first,632,3,228,14,other,0
51,nonworker,married,secondary,0,636,0,0,cellular,30,first,321,1,-1,0,unknown,0
53,manager,married,secondary,0,-375,1,0,cellular,30,first,103,1,252,1,failure,0
45,workforce,married,unknown,0,909,1,0,cellular,30,first,166,1,262,1,other,0
56,nonworker,married,secondary,0,1454,0,0,telephone,30,first,479,1,-1,0,unknown,0
57,manager,married,tertiary,0,0,0,1,cellular,30,first,209,2,197,2,other,0
54,manager,married,primary,0,0,1,0,cellular,30,first,520,3,-1,0,unknown,0
54,workforce,divorced,secondary,0,-191,0,0,cellular,30,first,86,1,-1,0,unknown,0
